emp_no,first_name,last_name,to_date
43812,Anneke,Perly,9999-01-01
43813,Abdelkader,Peac,9999-01-01
43816,Martien,Papastamatiou,9999-01-01
43853,Premal,Eickenmeyer,9999-01-01
43856,Brigham,Preusig,9999-01-01
43858,Ranan,Rajcani,9999-01-01
43859,Martins,Kilgour,9999-01-01
43860,Douadi,Bojadziev,9999-01-01
43871,Shietung,Bultermann,9999-01-01
43892,Faiza,Lyonns,9999-01-01
43900,Monique,Thombley,9999-01-01
43913,Kotesh,Bernini,9999-01-01
43928,Lene,Lorie,9999-01-01
43930,Guther,Atchley,9999-01-01
43932,Zhensheng,Seiwald,9999-01-01
43934,Nagui,Klerer,9999-01-01
43937,Nigel,Nyanchama,9999-01-01
43942,Bedir,Rassart,9999-01-01
43946,Kankanahalli,Swist,9999-01-01
43983,Goa,Capobianchi,9999-01-01
43986,Ghassan,Haumacher,9999-01-01
43991,Poornachandra,Vitiello,9999-01-01
44013,Margareta,Swist,9999-01-01
44015,Yuguang,Limongiello,9999-01-01
44028,Fen,Qiwen,9999-01-01
44032,Hiroyasu,Matzov,9999-01-01
44038,Hugo,Serna,9999-01-01
44064,Elvia,Rosay,9999-01-01
44078,Subir,Lipner,9999-01-01
44084,Apostol,Pelc,9999-01-01
44088,Uwe,Ohori,9999-01-01
44111,Sugwoo,Streit,9999-01-01
44147,Ulises,Oppitz,9999-01-01
44148,Fun,Marchesini,9999-01-01
44178,Jackson,Schmezko,9999-01-01
44187,Bangqing,Haddadi,9999-01-01
44193,Fatemeh,Billingsley,9999-01-01
44197,Geraldo,Krichel,9999-01-01
44220,Angel,Vecchio,9999-01-01
44240,Deniz,Famili,9999-01-01
44256,Doohun,Krzyzanowski,9999-01-01
44285,Keiichiro,Chimia,9999-01-01
44288,Ingemar,Baja,9999-01-01
44301,Fatemeh,Nivat,9999-01-01
44322,Demin,Byoun,9999-01-01
44323,Zissis,Badache,9999-01-01
44326,Dmitri,Verspoor,9999-01-01
44330,Adam,Wilharm,9999-01-01
44354,Basant,Garnier,9999-01-01
44362,Manton,Kitai,9999-01-01
44363,Zijian,Oberman,9999-01-01
44379,Xinglin,Perelgut,9999-01-01
44395,Mario,Eastman,9999-01-01
44398,Shigehito,Matzat,9999-01-01
44423,Duri,Legleitner,9999-01-01
44447,Luerbio,Karcich,9999-01-01
44454,Toshimo,Besancenot,9999-01-01
44459,Aluzio,Panienski,9999-01-01
44463,Eran,Oxenboll,9999-01-01
44466,Stella,Comte,9999-01-01
44527,Alexius,Landherr,9999-01-01
44532,Menkae,Tischendorf,9999-01-01
44539,Kwangjo,Buchter,9999-01-01
44553,Gila,Muntz,9999-01-01
44556,Chanjung,Krybus,9999-01-01
44557,Arra,Wilharm,9999-01-01
44576,Khatoun,Neiman,9999-01-01
44580,Perry,Valiente,9999-01-01
44582,Lillian,Suermann,9999-01-01
44596,Niclas,Heinisuo,9999-01-01
44603,Yonghoan,Ertl,9999-01-01
44608,Sudhanshu,Herber,9999-01-01
44643,Aamer,Peha,9999-01-01
44659,Hatem,Scallan,9999-01-01
44664,Zhaofang,Luke,9999-01-01
44672,Chikara,Buescher,9999-01-01
44682,Souichi,Boissier,9999-01-01
44686,Arnould,Thorelli,9999-01-01
44715,Peternela,Warwick,9999-01-01
44718,Mohan,Farris,9999-01-01
44731,Herbert,Luca,9999-01-01
44740,Georg,Uhrik,9999-01-01
44751,Hailing,Erbe,9999-01-01
44759,Michaela,Papastamatiou,9999-01-01
44761,Aiichiro,Itzfeldt,9999-01-01
44764,Ayonca,Ghemri,9999-01-01
44769,Stevo,Denti,9999-01-01
44786,Shirish,Emiris,9999-01-01
44795,Gian,Honglei,9999-01-01
44821,Martien,Covnot,9999-01-01
44831,Khalil,Vuskovic,9999-01-01
44835,Menkae,Kropp,9999-01-01
44839,Xudong,Greibach,9999-01-01
44853,Aiman,Kropp,9999-01-01
44858,Tommaso,Reistad,9999-01-01
44875,Goh,Reinhart,9999-01-01
44887,Larisa,Schoegge,9999-01-01
44896,Toshimori,Staylopatis,9999-01-01
44921,Joydip,Antonakopoulos,9999-01-01
44948,Ranan,Deville,9999-01-01
44955,Aram,Kawashima,9999-01-01
44959,Volkmar,Uhrik,9999-01-01
44964,Ghassan,Orsini,9999-01-01
44988,Oldrich,Kleiser,9999-01-01
45014,Souichi,Orsini,9999-01-01
45019,Jeane,Naumovich,9999-01-01
45027,Gina,Broomell,9999-01-01
45037,Chaoyi,Rathonyi,9999-01-01
45040,Mohua,Impagliazzo,9999-01-01
45062,Aemilian,Hammerschmidt,9999-01-01
45065,Yifei,Radhakrishnan,9999-01-01
45066,Seongbin,Gadepally,9999-01-01
45074,Fumitaka,Valette,9999-01-01
45093,Zhenbing,Yurov,9999-01-01
45101,Moriyoshi,Tischendorf,9999-01-01
45102,Sugwoo,McAlpine,9999-01-01
45122,Tetsushi,Rothe,9999-01-01
45130,Bezalel,Puppe,9999-01-01
45131,Arve,Assaf,9999-01-01
45138,Miomir,Karcich,9999-01-01
45145,Almudena,Zumaque,9999-01-01
45171,Olivera,Apsitis,9999-01-01
45185,Rimli,Kroll,9999-01-01
45187,Padma,Swan,9999-01-01
45205,Leif,Hutton,9999-01-01
45207,Marc,Melichar,9999-01-01
45217,Marsal,Pena,9999-01-01
45226,Aria,Poulakidas,9999-01-01
45228,Utpal,Unni,9999-01-01
45266,Halsur,Domenig,9999-01-01
45273,Nidapan,Montresor,9999-01-01
45294,Sailaja,Nanard,9999-01-01
45314,Zhigen,Motley,9999-01-01
45319,Marie,Moffat,9999-01-01
45324,Elvis,Fioravanti,9999-01-01
45331,Keung,Peot,9999-01-01
45342,Fatemeh,Sluis,9999-01-01
45344,Shigeo,Servieres,9999-01-01
45346,Mamdouh,Stasinski,9999-01-01
45353,Ghassan,Ferretti,9999-01-01
45383,Lijie,Orlowska,9999-01-01
45390,Sedat,Alameldin,9999-01-01
45416,Avishai,Percebois,9999-01-01
45433,Premal,Yetto,9999-01-01
45434,Dipayan,Dechter,9999-01-01
45435,Cristinel,Krohn,9999-01-01
45436,Gila,Limongiello,9999-01-01
45464,Mountaz,Albarhamtoshy,9999-01-01
45483,Hercules,Peltason,9999-01-01
45491,Saddek,Neiman,9999-01-01
45494,Hilari,Huxford,9999-01-01
45534,Perla,Jullig,9999-01-01
45557,Girolamo,Legleitner,9999-01-01
45560,Jeanna,Coorg,9999-01-01
45565,Babette,Ananiadou,9999-01-01
45566,Lena,Marsiglia,9999-01-01
45580,Munehiko,Salverda,9999-01-01
45597,Yongqiao,Braccini,9999-01-01
45603,Sushant,Peres,9999-01-01
45612,King,Monkewich,9999-01-01
45645,Hausi,Desikan,9999-01-01
45653,Reuven,Sadowsky,9999-01-01
45658,Maja,Ebeling,9999-01-01
45662,Fen,Niizuma,9999-01-01
45679,Rimon,Sinicrope,9999-01-01
45697,Stamatina,Walstra,9999-01-01
45700,Kazuhira,Bennet,9999-01-01
45715,Tremaine,Muhlberg,9999-01-01
45731,Naraig,Bouloucos,9999-01-01
45732,Moheb,Gruenwald,9999-01-01
45742,Randy,Luan,9999-01-01
45745,Kshitij,Langford,9999-01-01
45749,Yurij,Hofting,9999-01-01
45750,Irena,Schneeberger,9999-01-01
45769,Gou,Hennebert,9999-01-01
45781,Erez,Conti,9999-01-01
45782,Mountaz,Tagansky,9999-01-01
45797,Chikara,Khalid,9999-01-01
45798,Gad,Plotkin,9999-01-01
45803,Padma,Lanzelotte,9999-01-01
45808,Yongdong,Eiron,9999-01-01
45812,Heon,Perri,9999-01-01
45814,Zhenbing,Malabarba,9999-01-01
45818,Lenore,Rabehasaina,9999-01-01
45821,Garnik,Dredge,9999-01-01
45839,Inderjeet,Huttel,9999-01-01
45855,Valery,Taneja,9999-01-01
45860,Gully,Undy,9999-01-01
45876,Subhrajyoti,Conta,9999-01-01
45878,Akeno,Kowalchuk,9999-01-01
45896,Mitsuyuki,Biran,9999-01-01
45911,Aleksander,Bojadziev,9999-01-01
45928,Somnath,Thiran,9999-01-01
45932,Martial,Wolniewicz,9999-01-01
45935,Shawna,Egerstedt,9999-01-01
45961,Panayotis,Joslin,9999-01-01
45979,Uno,Colorni,9999-01-01
45991,Monique,Pelz,9999-01-01
46028,Sakthirel,Emmerich,9999-01-01
46029,Elvia,Schaaf,9999-01-01
46037,Mohit,Preusig,9999-01-01
46053,Snehasis,Shimshoni,9999-01-01
46055,Charlene,Fabrizio,9999-01-01
46071,Gretta,Peron,9999-01-01
46079,Genevieve,Varman,9999-01-01
46083,Charmane,Speek,9999-01-01
46096,Srinidhi,Prenel,9999-01-01
46124,Shunichi,Barinka,9999-01-01
46126,Fusako,Heusch,9999-01-01
46127,Hiroyasu,Muntz,9999-01-01
46137,Qiwen,Improta,9999-01-01
46143,Yannik,Itzigehl,9999-01-01
46146,Kolar,Riesenhuber,9999-01-01
46161,Sumant,Hutter,9999-01-01
46164,Arumugam,Wynblatt,9999-01-01
46219,Gen,Henseler,9999-01-01
46225,Shaw,Falby,9999-01-01
46227,Nagui,Monkewich,9999-01-01
46236,Thodoros,Edelhoff,9999-01-01
46245,Qunsheng,Pleszkun,9999-01-01
46246,Katsuo,Michaeli,9999-01-01
46248,Leif,dAstous,9999-01-01
46266,Kiam,Carrera,9999-01-01
46281,Rosine,Berztiss,9999-01-01
46296,Mani,Kemmerer,9999-01-01
46315,Stepehn,Henders,9999-01-01
46316,Padma,Karnin,9999-01-01
46317,Susanta,Rebaine,9999-01-01
46326,Harjit,Paludetto,9999-01-01
46328,Wuxu,Trogemann,9999-01-01
46333,Arif,Reeker,9999-01-01
46341,Diederik,Narahara,9999-01-01
46345,Ortrun,Kolvik,9999-01-01
46349,Tristan,Fasbender,9999-01-01
46352,Unal,Zambonelli,9999-01-01
46373,Roddy,dAstous,9999-01-01
46393,Panayotis,Zschoche,9999-01-01
46407,Hideyuki,Braunmuhl,9999-01-01
46416,Jaber,Bolsens,9999-01-01
46440,Pranav,Rosay,9999-01-01
46455,Clyde,Axelband,9999-01-01
46466,Eberhardt,Cusworth,9999-01-01
46490,Yoshinari,Panwar,9999-01-01
46495,Ashish,Erie,9999-01-01
46500,Mong,Keirsey,9999-01-01
46505,Alejandra,Pargaonkar,9999-01-01
46526,Evgueni,Maccarone,9999-01-01
46548,Uno,Schlenzig,9999-01-01
46550,Mikhail,Peir,9999-01-01
46576,Kasidit,Lorys,9999-01-01
46587,Macha,Baaleh,9999-01-01
46602,Otilia,Radwan,9999-01-01
46614,Mitsuyuki,Wilharm,9999-01-01
46630,Shao,Coorg,9999-01-01
46648,Wilmer,Yoshizawa,9999-01-01
46663,Yinlin,Auria,9999-01-01
46683,Ger,Wynblatt,9999-01-01
46687,Xiaopeng,Bauknecht,9999-01-01
46693,Narain,Pargas,9999-01-01
46697,Gal,Baba,9999-01-01
46707,Chikara,Demri,9999-01-01
46720,Mark,Sethi,9999-01-01
46721,Mang,Narlikar,9999-01-01
46746,Janche,Jiafu,9999-01-01
46749,Gaetan,Lamparter,9999-01-01
46750,Emdad,Staudhammer,9999-01-01
46751,Navin,Schauser,9999-01-01
46758,Kenroku,Azadmanesh,9999-01-01
46759,Zissis,Basart,9999-01-01
46775,Fumiyo,Krohn,9999-01-01
46812,Aruna,Rebaine,9999-01-01
46823,Eishiro,Minakawa,9999-01-01
46838,Yakichi,Marzano,9999-01-01
46909,Mizuhito,Bugrara,9999-01-01
46912,Honglan,Lanphier,9999-01-01
46927,Khaled,Matheson,9999-01-01
46945,Zengping,Mandelberg,9999-01-01
46962,Gully,Furudate,9999-01-01
46974,Shigehiro,Melski,9999-01-01
46988,Masamitsu,Clouatre,9999-01-01
46993,Brigham,Swab,9999-01-01
47002,King,Nannarelli,9999-01-01
47008,Radhika,Narlikar,9999-01-01
47018,Rildo,Piancastelli,9999-01-01
47022,Mostafa,Terlouw,9999-01-01
47034,Mario,Krupka,9999-01-01
47040,Shawna,Zumaque,9999-01-01
47056,Parto,Marciano,9999-01-01
47103,Mamdouh,Lueh,9999-01-01
47105,Weiye,Maierhofer,9999-01-01
47109,Mostafa,Sankaranarayanan,9999-01-01
47129,Kwangjo,Laurillard,9999-01-01
47134,Shuji,Gill,9999-01-01
47146,Masato,Ramaiah,9999-01-01
47152,Gererd,Thiran,9999-01-01
47166,Chiranjit,Bade,9999-01-01
47179,Kristina,Frijda,9999-01-01
47190,Tzvetan,Tramer,9999-01-01
47191,Uriel,Tanemo,9999-01-01
47203,Samphel,Fasbender,9999-01-01
47215,Zhenbing,Swen,9999-01-01
47227,Jiafu,Gulla,9999-01-01
47233,Ger,Waymire,9999-01-01
47239,Zissis,Schaad,9999-01-01
47257,Werner,Raney,9999-01-01
47262,Gonzalo,Binkley,9999-01-01
47263,Dung,Bhattacharjee,9999-01-01
47265,Chikako,Birke,9999-01-01
47274,Weidon,Meriste,9999-01-01
47277,Shai,Reghbati,9999-01-01
47286,Yinlin,Kamble,9999-01-01
47288,Nishit,Ratnaker,9999-01-01
47302,Vugranam,Waterhouse,9999-01-01
47311,Saeko,Baik,9999-01-01
47315,Kazunori,Etalle,9999-01-01
47326,Suzette,Gyimothy,9999-01-01
47328,Poorav,Langford,9999-01-01
47329,Gladys,Harnett,9999-01-01
47374,Yonghong,Kaiserswerth,9999-01-01
47376,Mats,Rouquie,9999-01-01
47386,Mountaz,Tyugu,9999-01-01
47399,Suebskul,Eugenio,9999-01-01
47413,Nirmal,Comyn,9999-01-01
47424,Kellyn,Sethi,9999-01-01
47435,Tianruo,Mahnke,9999-01-01
47442,George,Kruskal,9999-01-01
47446,Werner,Matzke,9999-01-01
47449,Ebbe,Akaboshi,9999-01-01
47455,JoAnna,Yurov,9999-01-01
47477,Angus,Duclos,9999-01-01
47496,Badri,Conti,9999-01-01
47510,Hyuncheol,Menhoudj,9999-01-01
47516,Ronnie,Assaf,9999-01-01
47520,Jiong,Munck,9999-01-01
47567,Marc,Pouyioutas,9999-01-01
47571,Vugranam,Saoudi,9999-01-01
47576,Rildo,Francisci,9999-01-01
47577,Takahito,Slaats,9999-01-01
47581,Jagoda,Copas,9999-01-01
47583,Douadi,Willoner,9999-01-01
47590,Takahito,Buchter,9999-01-01
47602,Kitty,Kornatzky,9999-01-01
47647,Ramya,Munck,9999-01-01
47680,Jinpo,Lueh,9999-01-01
47687,Poorav,Esposito,9999-01-01
47719,Domenick,Steenbeek,9999-01-01
47726,Huei,Bahr,9999-01-01
47758,Shugo,Furudate,9999-01-01
47761,Gao,Zlotek,9999-01-01
47764,Nadjib,Demri,9999-01-01
47771,Shay,Anandan,9999-01-01
47777,Arunachalam,Zaumen,9999-01-01
47811,Subhankar,DuCasse,9999-01-01
47833,Lucien,Atchley,9999-01-01
47841,Aria,Benveniste,9999-01-01
47845,Jianhua,Gips,9999-01-01
47847,Renny,Rusmann,9999-01-01
47849,Gao,Munke,9999-01-01
47854,Takushi,Halevi,9999-01-01
47861,Martins,Cesareni,9999-01-01
47864,Hein,Schueller,9999-01-01
47875,Unal,Range,9999-01-01
47879,Sandeepan,Pelc,9999-01-01
47919,Subhash,Sichman,9999-01-01
47933,Shigehito,Passino,9999-01-01
47938,Macha,Denny,9999-01-01
47943,Martins,Puppo,9999-01-01
47944,Fei,Zeleznik,9999-01-01
47997,Babette,Botman,9999-01-01
47998,Rance,Karner,9999-01-01
48002,Richard,Buchter,9999-01-01
48010,Kitty,Luce,9999-01-01
48024,Zhenbing,Kamber,9999-01-01
48028,Steve,Bach,9999-01-01
48046,Suebskul,Flowers,9999-01-01
48052,Sreekrishna,Genther,9999-01-01
48061,Jaideep,Schlenzig,9999-01-01
48070,Yongmao,Qiwen,9999-01-01
48075,Zhiguo,Melski,9999-01-01
48079,Angel,Rindone,9999-01-01
48096,Mori,Hockney,9999-01-01
48102,Larisa,Ranft,9999-01-01
48131,Arne,Bharadwaj,9999-01-01
48132,Poorav,Lunt,9999-01-01
48133,Kazuhira,Perfilyeva,9999-01-01
48153,Fumino,Uludag,9999-01-01
48154,Baocai,Baba,9999-01-01
48161,Khalid,Gustavson,9999-01-01
48176,Hauke,Templeman,9999-01-01
48219,Marl,Rindone,9999-01-01
48243,Juyoung,Riesenhuber,9999-01-01
48258,Leif,Ambroszkiewicz,9999-01-01
48273,Martins,Tyugu,9999-01-01
48275,Sariel,Massonet,9999-01-01
48285,Siamak,McAlpine,9999-01-01
48289,Inderjeet,Back,9999-01-01
48291,Feiyu,Peck,9999-01-01
48301,Hairong,Edelhoff,9999-01-01
48313,Fox,Alameldin,9999-01-01
48314,Mang,Chiodo,9999-01-01
48342,Sugwoo,Demke,9999-01-01
48343,Sungwon,Lung,9999-01-01
48361,Yinlin,Kemmerer,9999-01-01
48362,Zvonko,Jording,9999-01-01
48368,Xuejia,Suessmith,9999-01-01
48407,Theirry,Gischer,9999-01-01
48423,Szabolcs,Famili,9999-01-01
48424,Bingning,Demizu,9999-01-01
48426,Amstein,Conte,9999-01-01
48431,Fuqing,Gluchowski,9999-01-01
48432,Feipei,Wilharm,9999-01-01
48445,Harngdar,Peng,9999-01-01
48449,Seshu,Bodoff,9999-01-01
48458,Yuuichi,Poujol,9999-01-01
48464,Mary,Heemskerk,9999-01-01
48471,Yinghua,Kaltofen,9999-01-01
48479,Diederik,Munoz,9999-01-01
48497,Magy,Ferretti,9999-01-01
48503,Pranas,Gammage,9999-01-01
48506,Sangeeta,Maksimenko,9999-01-01
48516,Olivera,Hiroyama,9999-01-01
48520,Shai,Kalorkoti,9999-01-01
48523,Kazuyasu,Negoita,9999-01-01
48561,Eirik,Andreotta,9999-01-01
48565,Munehiro,Caine,9999-01-01
48570,Akemi,Sundgren,9999-01-01
48573,Wojceich,Trelles,9999-01-01
48577,Peternela,Piazza,9999-01-01
48578,Ymte,Luiz,9999-01-01
48606,Willard,Mateescu,9999-01-01
48617,Gill,Suppi,9999-01-01
48653,Xiaopeng,Schade,9999-01-01
48661,Danel,Uludag,9999-01-01
48663,Kiyokazu,Coors,9999-01-01
48672,Mantis,Servi,9999-01-01
48680,Jamaludin,Majewski,9999-01-01
48686,Huiqun,Bade,9999-01-01
48693,Quingbo,Erev,9999-01-01
48696,Irena,Giarratana,9999-01-01
48701,Adly,Msuda,9999-01-01
48732,Baocai,Chorvat,9999-01-01
48741,Marke,Maccarone,9999-01-01
48750,Lakshmi,Sidou,9999-01-01
48762,Gila,Vigier,9999-01-01
48791,Kinh,Covnot,9999-01-01
48823,Jeong,Zlotek,9999-01-01
48832,Kitty,Clouatre,9999-01-01
48834,Felicidad,Ferriere,9999-01-01
48852,Leni,Jiang,9999-01-01
48892,Tzvetan,Swan,9999-01-01
48914,Nagui,Iisaku,9999-01-01
48930,Arto,Ghandeharizadeh,9999-01-01
48934,Sugwoo,Ramsey,9999-01-01
48937,Kensei,Akazan,9999-01-01
48955,Masasuke,Onuegbe,9999-01-01
48967,Tamiya,Rabehasaina,9999-01-01
48978,Remmert,Matteis,9999-01-01
49012,Marla,Bakhtari,9999-01-01
49013,Guadalupe,Gire,9999-01-01
49025,Luise,Conry,9999-01-01
49027,Paloma,Cichocki,9999-01-01
49030,Monique,Thombley,9999-01-01
49053,Gila,Plumb,9999-01-01
49059,Subhrajyoti,Masada,9999-01-01
49081,Conrado,Lupu,9999-01-01
49083,Shaowei,Nations,9999-01-01
49091,Mabry,Papadias,9999-01-01
49111,Kristian,Krychniak,9999-01-01
49128,Sarita,Kuzuoka,9999-01-01
49130,Pohua,Bage,9999-01-01
49134,Shim,Angiulli,9999-01-01
49155,Mana,Ponthieu,9999-01-01
49170,Giri,Ravishankar,9999-01-01
49179,Neelam,Verspoor,9999-01-01
49180,Fusako,Gelosh,9999-01-01
49194,Nigel,Plesums,9999-01-01
49196,Halsur,Boissier,9999-01-01
49208,Arunachalam,Vesna,9999-01-01
49214,Ugo,Stellhorn,9999-01-01
49225,Falguni,Nittel,9999-01-01
49230,Dante,Swab,9999-01-01
49232,Yishai,Luiz,9999-01-01
49251,Barry,Shimshoni,9999-01-01
49260,Shounak,Delaune,9999-01-01
49262,Willard,Fairtlough,9999-01-01
49263,Przemyslawa,Farrar,9999-01-01
49264,Hsiangchu,Landherr,9999-01-01
49274,Chaitali,Ramsak,9999-01-01
49280,Tse,Oxman,9999-01-01
49295,Valeska,Brender,9999-01-01
49320,Zhigen,Ratnakar,9999-01-01
49349,Shuichi,Perl,9999-01-01
49370,Sangeeta,Fabrizio,9999-01-01
49374,Chandrasekaran,Ponthieu,9999-01-01
49378,Kenroku,Yetto,9999-01-01
49381,Supot,Dulay,9999-01-01
49388,Shigehito,Dehkordi,9999-01-01
49395,Subir,Assaf,9999-01-01
49409,Zhigen,Georgakopoulos,9999-01-01
49437,Ramalingam,Anguita,9999-01-01
49443,Rance,McDermid,9999-01-01
49444,Yechezkel,Ratnakar,9999-01-01
49449,Tsutomu,Sifakis,9999-01-01
49474,Lijie,Docker,9999-01-01
49481,Bogdan,Pouyioutas,9999-01-01
49495,Snehasis,Christ,9999-01-01
49529,Hongzue,Menhardt,9999-01-01
49543,Evgueni,Chachaty,9999-01-01
49546,Kirk,Cochrane,9999-01-01
49556,Divine,Hofman,9999-01-01
49577,Akeno,Pell,9999-01-01
49592,Zhongwei,Kobuchi,9999-01-01
49594,Morris,Eiron,9999-01-01
49596,Zhonghua,Sidhu,9999-01-01
49607,Yinlin,Garrabrants,9999-01-01
49615,Ennio,McAffer,9999-01-01
49619,Fumiyo,Cools,9999-01-01
49624,Falguni,Mitsuhashi,9999-01-01
49628,Jeong,Pintelas,9999-01-01
49641,Zhensheng,Bain,9999-01-01
49681,Honglan,Unno,9999-01-01
49682,Toshimori,Murtha,9999-01-01
49684,Sachem,Hennings,9999-01-01
49692,Chirstian,Swab,9999-01-01
49693,Hongzhu,Benantar,9999-01-01
49695,Yonghoan,Morton,9999-01-01
49708,Nagui,Jansch,9999-01-01
49724,Poorav,Bazzichi,9999-01-01
49731,Souichi,Wallrath,9999-01-01
49750,Kellyn,Steinauer,9999-01-01
49760,Kristen,Munch,9999-01-01
49763,Randi,Chenoweth,9999-01-01
49767,Juyoung,Vesna,9999-01-01
49772,Navin,Cools,9999-01-01
49777,Lokesh,Deville,9999-01-01
49780,Ayakannu,Vendrig,9999-01-01
49795,Marsha,Vitiello,9999-01-01
49796,Edwin,Rouquie,9999-01-01
49809,Achilleas,Thorensen,9999-01-01
49810,Muneo,Remmers,9999-01-01
49813,Sigeru,Solares,9999-01-01
49816,Ramalingam,Azuma,9999-01-01
49823,Moon,Krupka,9999-01-01
49831,Kwan,Rathonyi,9999-01-01
49838,Miyeon,Jonsson,9999-01-01
49840,Tristan,Prampolini,9999-01-01
49860,Pintsang,Rosin,9999-01-01
49873,Younwoo,Tzvieli,9999-01-01
49888,Torsten,Perna,9999-01-01
49900,Ramzi,Schonegge,9999-01-01
49903,Charmane,Bultermann,9999-01-01
49910,Pascal,Polajnar,9999-01-01
49911,Satoru,Roisin,9999-01-01
49930,Girolamo,Conte,9999-01-01
49931,Jayson,Gerlach,9999-01-01
49934,Marsja,Ramalingam,9999-01-01
49947,Waiman,Rusmann,9999-01-01
49970,Prodip,Bultermann,9999-01-01
49986,Rosalie,Pettey,9999-01-01
49995,Uri,Perin,9999-01-01
50017,Kaijung,Bratsberg,9999-01-01
50040,Vatsa,Fioravanti,9999-01-01
50048,Indrajit,Lindqvist,9999-01-01
50067,Hidefumi,Morrow,9999-01-01
50095,Vishu,Nanard,9999-01-01
50126,Terresa,Brendel,9999-01-01
50145,Angel,Peyn,9999-01-01
50163,Arlette,Ruther,9999-01-01
50164,Boriana,Zlotek,9999-01-01
50204,Mayuko,Beutelspacher,9999-01-01
50208,Jianhui,Goodrum,9999-01-01
50219,Sadok,Koblitz,9999-01-01
50221,Dung,Wroclawski,9999-01-01
50228,Bernice,Servieres,9999-01-01
50237,Ymte,Gunderson,9999-01-01
50253,Jingling,Puppe,9999-01-01
50254,Aiman,Servi,9999-01-01
50257,Shigeichiro,Pezzoli,9999-01-01
50274,Horward,Boudaillier,9999-01-01
50296,Kiyotoshi,Hartvigsen,9999-01-01
50302,Golgen,Simmel,9999-01-01
50318,Remco,Beerel,9999-01-01
50328,Oddvar,Rikino,9999-01-01
50341,DAIDA,Baig,9999-01-01
50351,Shahaf,Fordan,9999-01-01
50352,Lihong,Emden,9999-01-01
50353,Brendon,Sluis,9999-01-01
50359,Mark,Feldmann,9999-01-01
50369,Shmuel,Gils,9999-01-01
50377,Charlene,Lipner,9999-01-01
50390,Aemilian,Katiyar,9999-01-01
50399,Kwun,Usdin,9999-01-01
50410,Shir,Garnier,9999-01-01
50414,Alois,Belinskaya,9999-01-01
50435,Constantine,Berstel,9999-01-01
50441,Mahmut,Braunschweig,9999-01-01
50451,Fumiya,Leijenhorst,9999-01-01
50456,Alain,Eastman,9999-01-01
50469,Berhard,Hinsberger,9999-01-01
50493,Yucel,Perez,9999-01-01
50497,Zsolt,Yetim,9999-01-01
50499,Jouni,Valtorta,9999-01-01
50506,Tayeb,Lally,9999-01-01
50521,Zito,dAstous,9999-01-01
50522,Hongzhu,Babu,9999-01-01
50529,Youjian,Brender,9999-01-01
50554,Ramya,Denti,9999-01-01
50559,Krister,McClure,9999-01-01
50578,Satosi,Merle,9999-01-01
50588,Ghassan,Swan,9999-01-01
50609,Janalee,Birjandi,9999-01-01
50610,Kazuhira,Nyanchama,9999-01-01
50624,Hirochika,Rassart,9999-01-01
50657,Harjit,Eppinger,9999-01-01
50662,Munehiro,McClure,9999-01-01
50665,Vishwani,Hatcliff,9999-01-01
50681,Koldo,Itschner,9999-01-01
50682,Hitomi,Capobianchi,9999-01-01
50686,Sungwon,Solares,9999-01-01
50694,Sadun,Middleton,9999-01-01
50709,Sangeeta,Sambasivam,9999-01-01
50737,Mori,Nitta,9999-01-01
50741,Navin,Schapire,9999-01-01
50743,Saeko,Petereit,9999-01-01
50748,Sigeru,Danecki,9999-01-01
50758,Mara,Isard,9999-01-01
50759,Marl,Ducloy,9999-01-01
50765,Temple,Basart,9999-01-01
50767,Parto,Snedden,9999-01-01
50776,Khatoun,Schahn,9999-01-01
50799,Maja,Schmiedel,9999-01-01
50800,Berhard,Ambroszkiewicz,9999-01-01
50805,Xumin,Lenart,9999-01-01
50814,Aamer,Daescu,9999-01-01
50832,Parto,Hanabata,9999-01-01
50863,Martina,Breugel,9999-01-01
50881,Ravishankar,Itzfeldt,9999-01-01
50887,Odysseas,Suppi,9999-01-01
50897,Zeydy,Vasanthakumar,9999-01-01
50915,Kwangyoen,Vanwelkenhuysen,9999-01-01
50929,Mohua,Ariola,9999-01-01
50958,Akhilish,Wuwongse,9999-01-01
50974,Yoshimitsu,Narahara,9999-01-01
50979,Gonzalo,Demos,9999-01-01
50983,Hironobu,Grandbois,9999-01-01
50984,Shmuel,Kilgore,9999-01-01
51003,Achilleas,Geffroy,9999-01-01
51008,Ziya,England,9999-01-01
51013,Brigham,Lorch,9999-01-01
51015,Surveyors,Cesareni,9999-01-01
51020,Ortrud,Waleschkowski,9999-01-01
51032,Baziley,Pouyioutas,9999-01-01
51038,Fumino,Attimonelli,9999-01-01
51069,Tianruo,Winter,9999-01-01
51077,Leif,Schnabel,9999-01-01
51081,Masadi,Blokdijk,9999-01-01
51102,Stevo,Maraist,9999-01-01
51123,Sorina,Chaudhury,9999-01-01
51126,Gully,Zirintsis,9999-01-01
51144,Leon,Kobara,9999-01-01
51149,Gilbert,Rajcani,9999-01-01
51160,Subbu,Gustavson,9999-01-01
51175,Mark,Lorho,9999-01-01
51180,Becky,Gargeya,9999-01-01
51188,Sanjoy,Markovitch,9999-01-01
51191,Duangkaew,Lorin,9999-01-01
51193,Sergi,Leppanen,9999-01-01
51219,Niclas,Ernst,9999-01-01
51237,Wonhee,Ducloy,9999-01-01
51244,Remco,Matzov,9999-01-01
